"樟原","Zhangyuan"
"48巷","Sishibaxiangjixiangyuan"
"向學1路","Xiangxue 1st Rd."
"山腳1街","Shanjiao 1st St."
"水源2路","Shuiyuan 2nd Rd."
"柳豐3街","Liufeng 3rd St."
"東菜市","Dongcai Market"
"秀潭","Xiutan"
"國中路","Guozhong Rd."
"房里","Fangli Rd."
"開安5街","Kai’an 5th St."
"中正12街","Zhongzheng 12th St."
"黎明路","Liming Rd."
"路福園別墅","Fuyuan Cottage"
"股聲巷","Gusheng Ln."
"府平路","Fuping Rd."
"內館","Neiguan"
"池東村","Chidong Vil."
"秋尾巷","Qiuwei Ln."
"瑞溪路","Ruixi Rd."
"彰濱東1路","Zhangbin E. 1st Rd."
"武暖路","Wunuan Rd."
"富強西街","Fuqiang W. St."
"外大坪","Waidaping"
"安順東8街","Anshun E. 8th St."
"中陽東街","Zhongyang E. St."
"成功3路","Chenggong 3rd Rd."
"王功村","Wanggong Vil."
"永清路","Yongqing Rd."
"崁下巷","Kanxia Ln."
"瓊招路","Qiongzhao Rd."
"海運街","Haiyun St."
"菜堂巷","Caitang Ln."
"福利巷","Fuli Ln."
"大倉","Dacang"
"火燒山","Huoshaoshan"
"福吉3街","Fuji 3rd St."
"天雲街","Tianyun St."
"三奉路","Sanfeng Rd."
"燦光寮","Canguangliao"
"工學路","Gongxue Rd."
"長光","Changguang"
"幼5路","You 5th Rd."
"棒球路","Bangqiu Rd."
"五權街","Wuquan St."
"祥和新莊東","Xianghexinzhuang E. 3rd Ln."
"粗石斛","Cushihu"
"崇明5街","Chongming 5th St."
"力行街","Lixing St."
"泰昌13街","Taichang 13th St."
"屏加路","Pingjia Rd."
"宣安路","Xuan’an Rd."
"永福西街","Yongfu W. St."
"冠華巷","Guanhua Ln."
"豐華","Fenghua"
"仁華路","Renhua Rd."
"宣化街","Xuanhua St."
"名竹路","Mingzhu Rd."
"基河路","Jihe Rd."
"通北巷","Tongbei Ln."
"臨海新村","Linhai Vil."
"光榮街","Guangrong St."
"藤寮坑","Tengliaokeng"
"大溪十街","Daxi 10th St."
"和成街","Hecheng St."
"崇善9街","Chongshan 9th St."
"對面厝","Duimiancuo"
"興隆1街","Xinglong 1st St."
"東石巷","Dongshi Ln."
"日光1街","Riguang 1st St."
"建國13街","Jianguo 13th St."
"新居街","Xinju St."
"東西3街","Dongxi 3rd St."
"達生6街","Dasheng 6th St."
"華勝路","Huasheng Rd."
"大昌巷","Dachang Ln."
"民華巷","Minhua Ln."
"新莊路","Xinzhuang Rd."
"文化4街","Wenhua 4th St."
"大裡街","Dali St."
"下湖1街","Xiahu 1st St."
"良文港","Liangwengang"
"湳仔溝","Nanzaigou"
"福生5街","Fusheng 5th St."
"市場街","Market St."
"吉祥2街","Jixiang 2nd St."
"東英11街","Dongying 11th St."
"福安5街","Fu’an 5th St."
"大全","Daquan 2nd Ln."
"雅東巷","Yadong Ln."
"永春東1路","Yongchun E. 1st Rd."
"大源18街","Dayuan 18th St."
"義發路","Yifa Rd."
"德仁路","Deren Rd."
"水尾坪","Shuiweiping"
"幸美3街","Xingmei 3rd St."
"義昌巷","Yichang Ln."
"信維巷","Xinwei Ln."
"頂北路","Dingbei Rd."
"憲治路","Xianzhi Rd."
"陽明11街","Yangming 11th St."
"康榔3街","Kanglang 3rd St."
"松山街","Songshan St."
"大山腳","Dashanjiao"
"立華街","Lihua St."
"田單2街","Tiandan 2nd St."
"食坑巷","Shikeng Ln."
"鳳安2街","Feng’an 2nd St."
"斗12路","Dou 62nd Rd."
"公館","Gongguan"
"中美路","Zhongmei Rd."
"大公2街","Dagong 2nd St."
"教孝街","Jiaoxiao St."
"上東興","Shangdongxing"
"永義路","Yongyi Rd."
"武界路","Wujie Rd."
"明德1路","Mingde 1st Rd."
"禮義路","Liyi Rd."
"莊一橫巷","Zhuang 1st Side Ln."
"文育街","Wenyu St."
"寧夏東7街","Ningxia E. 7th St."
"三角路","Sanjiao Rd."
"永富路","Yongfu Rd."
"明池","Mingchi"
"長坪","Changping"
"臺貿3街","Taimao 3rd St."
"花園街","Huayuan St."
"經建4路","Jingjian 4th Rd."
"頂永豐","Dingyongfeng"
"仁安巷","Ren’an Ln."
"小門","Xiaomen"
"二鬮路","Erjiu Rd."
"五橋","Wuqiao"
"三聖路","Sansheng Rd."
"北津路","Beijin Rd."
"萬朝1路","Wanchao 1st Rd."
"通明街","Tongming St."
"鎮政3街","Zhenzheng 3rd St."
"文葉巷","Wenye Ln."
"移民","Yimin"
"下新店","Xiaxindian"
"福庄街","Fuzhuang St."
"立信巷","Lixin Ln."
"行健3路","Xingjian 3rd Rd."
"瑞田巷","Ruitian Ln."
"瓦窯坑","Wayaokeng"
"下紙寮坑","Xiazhiliaokeng"
"馬龍潭路","Malongtan Rd."
"洪圳路","Hongzun Rd."
"大埤","Dapi"
"安4街","An 4th St."
"月祥路","Yuexiang Rd."
"新寶村","Xinbao Vil."
"杭內","Hangnei"
"大埔","Dapu"
"田洋巷","Tianyang Ln."
"工業南7路","Gongye S. 7th Rd."
"第七十號","70th Wharf"
"過溝2路","Guogou 2nd Rd."
"南美街","Nanmei St."
"新隆","Xinlong"
"侯硐路","Houtong Rd."
"幼平街","Youping St."
"為隨東路","Weisui E. Rd."
"大山背","Dashanbei"
"大地","Dadi"
"龍騰營區","Longteng Camp"
"弘農1街","Hongnong 1st St."
"倉後街","Canghou St."
"學城路","Xuecheng Rd."
"保羅街","Baoluo St."
"后庄7街","Houzhuang 7th St."
"大園","Dayuan"
"南農街","Nannong St."
"德泰街","Detai St."
"東昇3街","Dongsheng 3rd St."
"稻葉路","Daoye Rd."
"光東巷","Guangdong Ln."
"鎌村","Liancun Rd."
"湖東街","Hudong St."
"大墩9街","Dadun 9th St."
"大坡","Dapo"
"大坪","Daping"
"開發新村","Kaifa Vil."
"溪民路","Ximin Rd."
"祈堂路","Qitang Rd."
"熱河2街","Rehe 2nd St."
"大坑","Dakeng"
"保德街","Baode St."
"仕正路","Shizheng Rd."
"永華6街","Yonghua 6th St."
"十二寮","Shi’erliao"
"東橋12街","Dongqiao 12th St."
"後興北路","Houxing N. Rd."
"新莊街","Xinzhuang St."
"文湖街","Wenhu St."
"達里","Da Vil."
"大和","Dahe"
"柳營路","Liuying Rd."
"崗山中街","Gangshan Central St."
"義發街","Yifa St."
"昌裕街","Changyu St."
"大成17街","Dacheng 17th St."
"幼7路","You 7th Rd."
"五棟","Wudong"
"幸美街","Xingmei St."
"彰草路","Zhangcao Rd."
"澤人路","Zeren Rd."
"光天路","Guangtian Rd."
"建安巷","Jian’an Ln."
"德協街","Dexie St."
"塗潭巷","Tutan Ln."
"縣府5街","Xianfu 5th St."
"仁華街","Renhua St."
"光華新村","Guanghua Vil."
"大公19街","Dagong 19th St."
"溝明","Gouming"
"平信巷","Pingxin Ln."
"城南3街","Chengnan 3rd St."
"大同","Datong 2nd Ln."
"東西3路","Dongxi 3rd Rd."
"下員坑","Xiayuankeng"
"高坪62街","Gaoping 62nd St."
"永義十街","Yongyi 10th St."
"和成路","Hecheng Rd."
"忠信巷","Zhongxin Ln."
"漁港5路","Yugang 5th Rd."
"美術東6街","Meishu E. 6th St."
"鹽田1街","Yantian 1st St."
"中堅西路","Zhongjian W. Rd."
"城西巷","Chengxi Ln."
"食水巷","Shishui Ln."
"永清街","Yongqing St."
"資源街","Ziyuan St."
"太華街","Taihua St."
"舟山路","Zhoushan Rd."
"國瑞街","Guorui St."
"五榔","Wulang"
"橋仔頭","Qiaozaitou"
"新寮2路","Xinliao 2nd Rd."
"大德6街","Dade 6th St."
"大學路","Daxue Rd."
"五權路","Wuquan Rd."
"八里","Balidui"
"太乙7街","Taiyi 7th St."
"大源6街","Dayuan 6th St."
"山佳2路","Shanjia 2nd Rd."
"大水窟","Dashuiku"
"旱北路","Hanbei Rd."
"田西路","Tianxi Rd."
"濱湖路","Binhu Rd."
"健東2街","Jiandong 2nd St."
"金岳路","Jinyue Rd."
"后水頭","Houshuitou"
"國中2路","Guozhong 2nd Rd."
"湖地路","Hudi Rd."
"協和北路","Xiehe N. Rd."
"鹽庫街","Yanku St."
"朝馬7街","Chaoma 7th St."
"海汕3路","Haishan 3rd Rd."
"萬盛街","Wansheng St."
"春亭3街","Chunting 3rd St."
"水源2街","Shuiyuan 2nd St."
"龍川6街","Longchuan 6th St."
"食水嵙","Shishuike"
"淵明街","Yuanming St."
"西勢4街","Xishi 4th St."
"長興巷","Changxing Ln."
"沙崗","Shagang"
"石空子","Shikongzi"
"應菜埔","Yingcaipu"
"田草崙","Tiancaolun"
"大英西2街","Daying  W. 2nd St."
"吉多街","Jiduo St."
"貴鳳街","Guifeng St."
"學2街","Xue 2nd St."
"建平11街","Jianping 11th St."
"恆北路","Hengbei Rd."
"溝東","Goudong"
"黎明街","Liming St."
"負責巷","Fuzhai Ln."
"漢溪路","Hanxi Rd."
"看坪","Kanping"
"忠義","Zhongyi"
"國揚1街","Guoyang 1st St."
"官真坑","Guanzhenkeng"
"科6街","Ke 6th St."
"講美","Jiangmei"
"坐駕","Zuojia"
"下新厝","Xiaxincuo"
"長安","Chang’an"
"文化公園路","Wenhuagongyuan Rd."
"水尾子","Shuiweizi"
"綠美巷","Lumei Ln."
"益民新村","Yimin Vil."
"中春路","Zhongchun Rd."
"衙門路","Yamen Rd."
"進興2路","Jinxing 2nd Rd."
"學富路","Xuefu Rd."
"中美7街","Zhongmei 7th St."
"港埔路","Gangpu Rd."
"文明1街","Wenming 1st St."
"麻園東1街","Mayuan E. 1st St."
"維揚路","Weiyang Rd."
"西3街","W. 3rd St."
"大利街","Dali St."
"順山路","Shunshan Rd."
"旗津1路","Qijin 1st Rd."
"南勢厝路","Nanshicuo Rd."
"五福7街","Wufu 7th St."
"大山路","Dashan Rd."
"豐街","Feng St."
"五青路","Wuqing Rd."
"文學9街","Wenxue 9th St."
"吉峰路","Jifeng Rd."
"信誼路","Xinyi Rd."
"永新2街","Yongxin 2nd St."
"上大窩","Shangdawo"
"石牌路","Shipai Rd."
"六雙","Liushuang"
"太平6街","Taiping 6th St."
"赤崎下","Chiqixia"
"安溪","Anxi"
"中原西街","Zhongyuan W. St."
"長安5街","Chang’an 5th St."
"精武東路","Jingwu E. Rd."
"田義路","Tianyi Rd."
"長青3街","Changqing 3rd St."
"大客","Dake"
"福音","Fuyin 4th Ln."
"金山面","Jinshanmian"
"鹽安1街","Yan’an 1st St."
"六家6街","Liujia 6th St."
"大安","Da’an"
"中城","Zhongcheng"
"白石下","Baishixia"
"寧夏2街","Ningxia 2nd St."
"梧南路","Wunan Rd."
"貿北路","Maobei Rd."
"內厝路","Neicuo Rd."
"大寮","Daliao"
"水美路","Shuimei Rd."
"銘德街","Mingde St."
"崙王路","Lunwang Rd."
"埔墘路","Puqian Rd."
"新寶段","Xinbau Sec."
"五龍街","Wulong St."
"天后街","Tianhou St."
"少康街","Shaokang St."
"建業街","Jianye St."
"榮安5街","Rong’an 5th St."
"石潭路","Shitan Rd."
"三水源南巷","Sanshuiyuan S. Ln."
"定興路","Dingxing Rd."
"萬年東路","Wannian E. Rd."
"崁下","Kanxia"
"蓬菜寮","Pengcailiao"
"明義6街","Mingyi 6th St."
"裕信路","Yuxin Rd."
"柑宅巷","Ganzhai Ln."
"公學路","Gongxue Rd."
"頂城6街","Dingcheng 6th St."
"東海4街","Donghai 4th St."
"環港街","Huangang St."
"社寮前","Sheliaoqian"
"田美路","Tianmei Rd."
"榴屯16街","Liutun 16th St."
"香和路","Xianghe Rd."
"麻太路","Matai Rd."
"烏山巷","Wushan Ln."
"安民","Anmin"
"上坑子口","Shangkengzikou"
"大孝路","Daxiao Rd."
"頂新5街","Dingxin 5th St."
"介壽新村","Jieshou Vil."
"一壽街","Yishou St."
"花壇街","Huatan St."
"德美巷","Demei Ln."
"文明南路","Wenming S. Rd."
"光仁巷","Guangren Ln."
"樹德街","Shude St."
"井頭巷","Jingtou Ln."
"臺灣大道1段","Taiwan Blvd."
"松竹3路","Songzhu 3rd Rd."
"瓦窯3路","Wayao 3rd Rd."
"崇善13街","Chongshan 13th St."
"富英3路","Fuying 3rd Rd."
"大堡","Dabao"
"金湖巷","Jinhu Ln."
"天祥5街","Tianxiang 5th St."
"太和","Taihe"
"安泰","Antai"
"南門商場","Nanmen Market"
"社龍街","Shelong St."
"培德路","Peide Rd."
"大忠路","Dazhong Rd."
"秀林","Xiulin"
"富仁巷","Furen Ln."
"月興路","Yuexing Rd."
"富陽街","Fuyang St."
"華豐1街","Huafeng 1st St."
"慶功街","Qinggong St."
"興學2街","Xingxue 2nd St."
"擺塘橫巷","Baitang Side Ln."
"五權東路","Wuquan E. Rd."
"種瓜路","Zhonggua Rd."
"新5街","Xin 5th St."
"福新街","Fuxin St."
"公樂街","Gongle St."
"義成路","Yicheng Rd."
"舊車路","Jiuche Rd."
"芳新路","Fangxin Rd."
"文中巷","Wenzhong Ln."
"五百恩仔","Wubai Enzai"
"春陽街","Chunyang St."
"精忠3街","Jingzhong 3rd St."
"富貴新屯","Fuguixintun"
"正義北路","Zhengyi N. Rd."
"華韋路","Huawei Rd."
"下坑仔","Xiakengzai"
"港8街","Gang 8th St."
"世斌","Shibin 1st Ln."
"永和街","Yonghe St."
"龍文巷","Longwen Ln."
"平和12街","Pinghe 12th St."
"楓江路","Fengjiang Rd."
"桃源街","Taoyuan St."
"懇親路","Kenqin Rd."
"茄拔路","Jiaba Rd."
"富漁5路","Fuyu 5th Rd."
"新東6街","Xindong 6th St."
"興華2路","Xinghua 2nd Rd."
"龍門1街","Longmen 1st St."
"鹽埕街","Yancheng St."
"馬士巷","Mashi Ln."
"松信2街","Songxin 2nd St."
"東泰路","Dongtai Rd."
"大平街","Daping St."
"嘉祥3街","Jiaxiang 3rd St."
"明仁路","Mingren Rd."
"黃海路","Huanghai Rd."
"佛中路","Fozhong Rd."
"安心七橫巷","Anxin 7th Side Ln."
"古亭路","Guting Rd."
"仁化工2路","Renhuagong 2nd Rd."
"金鋒街","Jinfeng St."
"衙仁街","Yaren St."
"河邊巷","Hebian Ln."
"破布子腳","Pobuzi Jiao"
"泰豐街","Taifeng St."
"安宅3街","Anzhai 3rd St."
"興義巷","Xingyi Ln."
"蕉嶺街","Jiaoling St."
"福國北街","Fuguo N. St."
"光賢街","Guangxian St."
"古亭","Guting"
"五峰路","Wufeng Rd."
"下埔洋","Xiapuyang"
"寶山街","Baoshan St."
"陝西東5街","Shanxi E. 5th St."
"大庭","Dating"
"石鵝路","Shi’e Rd."
"北極巷","Beiji Ln."
"建業路","Jianye Rd."
"新正1街","Xinzheng 1st St."
"隆昌巷","Longchang Ln."
"東智街","Dongzhi St."
"大庄","Dazhuang"
"德糖路","Detang Rd."
"喜峰街","Xifeng St."
"精誠十街","Jingcheng 10th St."
"中美12街","Zhongmei 12th St."
"永安巷","Yong’an Ln."
"敦化北路","Dunhua N. Rd."
"民權東路","Minquan E. Rd."
"海豊路","Haili Rd."
"中橫十路","Zhongheng 10th Rd."
"更寮腳","Gengliaojiao"
"仁愛巷","Ren’ai Ln."
"星輝路","Xinghui Rd."
"龍鳳新村","Longfeng Vil."
"蘭州1街","Lanzhou 1st St."
"平遠街","Pingyuan St."
"明豐路","Mingfeng Rd."
"果作園","Guozuoyuan"
"佛東路","Fodong Rd."
"石梯港","Shitigang"
"軟橋","Ruanqiao"
"赤貴街","Chigui St."
"本工1路","Bengong 1st Rd."
"集英路","Jiying Rd."
"永春5街","Yongchun 5th St."
"城福街","Chengfu St."
"慈和街","Cihe St."
"研新2路","Yanxin 2nd Rd."
"水底寮巷","Shuidiliao Ln."
"親水路","Qinshui Rd."
"嘉新東路","Jiaxin E. Rd."
"夢祥巷","Mengxiang Ln."
"大平","Daping"
"資源莊","Ziyuanzhuang"
"大埤南路","Dapi S. Rd."
"水美街","Shuimei St."
"大屯寮","Datunliao"
"內厝街","Neicuo St."
"大德","Dade"
"大山街","Dashan St."
"華泰2街","Huatai 2nd St."
"可口街","Kekou St."
"賢德路","Xiande Rd."
"青2路","Qing 2nd Rd."
"逸林街","Yilin St."
"狗頸崙","Goujinglun"
"溪墘路","Xiqian Rd."
"大利路","Dali Rd."
"菁山路","Jingshan Rd."
"大後","Dahou"
"宜平巷","Yiping Ln."
"溪尾坡面","Xiwei Pomian"
"北嶺6路","Beiling 6th Rd."
"環潭南路","Huantan S. Rd."
"仁美1街","Renmei 1st St."
"港莊巷","Gangzhuang Ln."
"中學西路","Zhongxue W. Rd."
"商協路","Shangxie Rd."
"崇明22街","Chongming 22nd St."
"塭田路","Wentian Rd."
"華8街","Hua 8th St."
"竹山溝","Zhushangou"
"將軍","Jiangjun 2nd Ln."
"更洲路","Gengzhou Rd."
"食水坑","Shishuikeng"
"糖友3街","Tangyou 3rd St."
"營埔巷","Yingpu Ln."
"坤明街","Kunming St."
"福中1街","Fuzhong 1st St."
"大有2街","Dayou 2nd St."
"三榮12路","Sanrong 12th Rd."
"南崁頂","Nankanding"
"廣濟路","Guangji Rd."
"建興2街","Jianxing 2nd St."
"常順街","Changshun St."
"下員山","Xiayuanshan"
"文康2路","Wenkang 2nd Rd."
"富臺東街","Futai E. St."
"新北大道2段","New Taipei Blvd."
"長嶺","Changling"
"內埔市","Neipu Market"
"東光3街","Dongguang 3rd St."
"松德2街","Songde 2nd St."
"黃海街","Huanghai St."
"人和2街","Renhe 2nd St."
"新厝仔","Xincuozai"
"六火灶","Liuhuozao"
"同德7街","Tongde 7th St."
"東泰街","Dongtai St."
"大平路","Daping Rd."
"江寧路","Jiangning Rd."
"光復3路","Guangfu 3rd Rd."
"王功段","Wanggong Sec."
"宏昌5街","Hongchang 5th St."
"二重港","Erchonggang"
"山下3街","Shanxia 3rd St."
"介林2街","Jielin 2nd St."
"海尾巷","Haiwei Ln."
"北清路","Beiqing Rd."
"新站路","Xinzhan Rd."
"光州5街","Guangzhou 5th St."
"三堵2路","Sandu 2nd Rd."
"市民大道5段","Civic Blvd."
"博愛3路","Bo’ai 3rd Rd."
"水尾巷","Shuiwei Ln."
"二王路","Erwang Rd."
"南正2路","Nanzheng 2nd Rd."
"福新路","Fuxin Rd."
"星海1街","Xinghai 1st St."
"松江2街","Songjiang 2nd St."
"大山","Dashan"
"鹽埕路","Yancheng Rd."
"二重溪","Erchongxi"
"興華2街","Xinghua 2nd St."
"麒麟路","Qilin Rd."
"大屯","Datun"
"饒河街","Raohe St."
"富裕5街","Fuyu 5th St."
"二重溝","Erchonggou"
"南興前街","Nanxingqian St."
"全民街","Quanmin St."
"內門","Neimen"
"屯子頭","Tunzitou"
"直潭7街","Zhitan 7th St."
"中山新城","Zhongshan Xincheng"
"培德街","Peide St."
"二寮坑","Erliaokeng"
"秀才","Xiucai"
"福田北街","Futian N. St."
"振業巷","Zhenye Ln."
"福洲1街","Fuzhou 1st St."
"鳳吉5街","Fengji 5th St."
"太保","Taibao"
"武罕1路","Wuhan 1st Rd."
"建樹路","Jianshu Rd."
"廉明街","Lianming St."
"江南4街","Jiangnan 4th St."
"社寮坑","Sheliaokeng"
"高坪二十街","Gaoping 20th St."
"安業","Anye"
"和工2路","Hegong 2nd Rd."
"光華9街","Guanghua 9th St."
"新生東路","Xinsheng E. Rd."
"羊灣巷","Yangwan Ln."
"新梅8街","Xinmei 8th St."
"宜欣5街","Yixin 5th St."
"重明路","Chongming Rd."
"茄興街","Jiaxing St."
"苑坑","Yuankeng"
"營盤邊","Yingpanbian"
"富陽路","Fuyang Rd."
"大忠街","Dazhong St."
"太平18街","Taiping 18th St."
"十智街","Shizhi St."
"南門市","Nanmen Market"
"梓官路","Ziguan Rd."
"環港路","Huangang Rd."
"路科2路","Luke 2nd Rd."
"下崙","Xialun"
"永安市","Yong’an Market"
"保生1街","Baosheng 1st St."
"磚窯莊","Zhuanyaozhuang"
"東湖","Donghu"
"新興海埔地6路","Xinxinghaipudi 6th Rd."
"大崙","Dalun 2nd Ln."
"永榮2街","Yongrong 2nd St."
"大崎","Daqi"
"徐州2街","Xuzhou 2nd St."
"鎮海1街","Zhenhai 1st St."
"青昇2街","Qingsheng 2nd St."
"樂和街","Lehe St."
"麗景2街","Lijing 2nd St."
"溝尾巷","Gouwei Ln."
"將貴","Jianggui"
"竹香南路","Zhuxiang S. Rd."
"大孝街","Daxiao St."
"東學巷","Dongxue Ln."
"鎮撫街","Zhenfu St."
"田南路","Tiannan Rd."
"公明街","Gongming St."
"大明1街","Daming 1st St."
"富貴新村","Fugui Vil."
"崇明19街","Chongming 19th St."
"海山西路","Haishan W. Rd."
"大中寮","Dazhongliao"
"新寮街","Xinliao St."
"橋邊巷","Qiaobian Ln."
"太和5街","Taihe 5th St."
"梅花1路","Meihua 1st Rd."
"深坑3街","Shenkeng 3rd St."
"儒林路","Rulin Rd."
"一流街","Yiliu St."
"北環東路","Beihuan E. Rd."
"漢泰中路","Hantai Central Rd."
"潮州湖","Chaozhouhu"
"忠明6街","Zhongming 6th St."
"三榮路","Sanrong Rd."
"士商路","Shishang Rd."
"雙全街","Shuangquan St."
"五常","Wuchang"
"京中2街","Jingzhong 2nd St."
"秀巒","Xiuluan"
"凌雲","Lingyun"
"美工7街","Meigong 7th St."
"湳坑1街","Nankeng 1st St."
"大成","Dacheng 5th Ln."
"花園6路","Huayuan 6th Rd."
"東民1街","Dongmin 1st St."
"永強街","Yongqiang St."
"天惠路","Tianhui Rd."
"中芸3路","Zhongyun 3rd Rd."
"後荷巷","Houhe Ln."
"帝君巷","Dijun Ln."
"什股2街","Shigu 2nd St."
"凱旋路","Kaixuan Rd."
"十四寮","Shisiliao"
"白雲1路","Baiyun 1st Rd."
"新基北街","Xinji N. St."
"瑞農","Ruinong"
"外社","Waishe"
"安坑","Ankeng"
"蘇厝坑","Sucuokeng"
"立勳巷","Lixun Ln."
"花秀路","Huaxiu Rd."
"福義路","Fuyi Rd."
"大排","Dapai"
"頂芳巷","Dingfang Ln."
"昌平3街","Changping 3rd St."
"秀山","Xiushan"
"南7路","S. 7th Rd."
"北忠街","Beizhong St."
"高峰街","Gaofeng St."
"杉板路","Shanban Rd."
"紅葉街","Hongye St."
"西方街","Xifang St."
"光宇2路","Guangyu 2nd Rd."
"港新路","Gangxin Rd."
"中清北街","Zhongqing N. St."
"美庄路","Meizhuang Rd."
"科技2路","Keji 2nd Rd."
"新庄仔","Xinzhuangzai"
"中華1路","Zhonghua 1st Rd."
"高坪32街","Gaoping 32nd St."
"佳豐路","Jiafeng Rd."
"翰林路","Hanlin Rd."
"永順2街","Yongshun 2nd St."
"仁3路","Ren 3rd Rd."
"大埔中路","Dapu Central Rd."
"力行6路","Lixing 6th Rd."
"青埔路","Qingpu Rd."
"上明1街","Shangming 1st St."
"石排巷","Shipai Ln."
"明光巷","Mingguang Ln."
"善化路","Shanhua Rd."
"文盛路","Wensheng Rd."
"小鼓坑","Xiaogukeng"
"五林路","Wulin Rd."
"秀峰","Xiufeng"
"埔南巷","Punan Ln."
"新崙路","Xinlun Rd."
"應昇路","Yingsheng Rd."
"德華街","Dehua St."
"榮平路","Rongping Rd."
"雙十街","Shuangshi St."
"瑞祥5街","Ruixiang 5th St."
"光華1街","Guanghua 1st St."
"生醫6路","Shengyi 6th Rd."
"新社路","Xinshe Rd."
"民富十街","Minfu 10th St."
"紹興南街","Shaoxing S. St."
"萬年8街","Wannian 8th St."
"社美路","Shemei Rd."
